,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24
D11,10.020121740995846,14.26851503826498,16.296719733009912,7.907883629730153,7.0806495330939985,2.2346198094900904,5.010130381207292,1.5853873746525884,8.0818115456522,12.683121953756688,0.0,9.641813315442848,7.518652898740131,4.579975585936775,4.989494573841269,6.778394033792041,6.34326198165639,1.2589116301005712,10.37502781181436,7.110849286378501,8.281271249350551,12.125231848140476,11.104147180815637,10.238895251146802,2.5016557711139944,6.93797086084323,6.946319875009583,11.941680813848663,5.6745124882816596,1.8808541326214203,8.08085419305445,9.20733467264876,13.113474612016793,5.053468269776221,7.454776796081891,9.868957913152196
D12,19.602398863908366,5.0101600533448165,25.5889243702282,17.059369282222338,3.540381306586278,7.926979954353328,5.704491211685438,11.208904427417512,17.721364332926665,3.54037055632644,9.641813315442848,0.0,3.4831475351746706,13.223660315818583,14.612996231844896,4.134640943000532,8.919829517380785,9.23213924821994,17.343681588275185,9.449495144104523,4.6620504938490654,4.450567329639228,6.13536695891234,19.866334779528884,8.04051626512976,16.31829901980685,4.3162238867940905,2.8083040207349943,4.0807537391692525,8.587617778540148,16.34215433259577,18.621297265526923,21.632059678245245,6.595352209752131,16.94824332115372,0.3078092686323375
C1,17.04347913710006,6.954028173414042,22.689333055450422,14.203573154275857,4.491566227310611,6.465852493000202,2.689230263067342,9.086946782876957,15.351790209696857,5.399888308184061,7.518652898740131,3.4831475351746706,0.0,10.322814985898003,12.435523737861569,0.8078637230048219,9.196379499125905,7.538292214730387,13.96360457350508,9.92238597841092,6.409175022838555,4.609612430563691,8.794027281467653,17.622635324885128,5.371276788616441,14.454438072482203,0.8615684580132217,4.724279663311786,3.476049115207694,7.092581307365218,13.205040599600478,16.72556000701965,18.462353843832442,3.336191948675149,14.966717222666679,3.7909394730975094
C2,6.965999405161629,17.264402157364394,12.386366129409478,3.8808570206726234,11.297487762543089,6.787074950930255,7.658129247251911,3.914528970310434,5.790731384274295,15.721480216629681,4.579975585936775,13.223660315818583,10.322814985898003,0.0,4.243270460817896,9.515204630373171,10.79791024718779,5.7726280653737785,6.019353698053916,11.516199456791085,12.724237362296769,14.597334644458737,15.601874665423905,8.15246557312199,5.195496186145819,6.6575295123645155,9.530362771680112,15.044116449890467,9.673893936479129,6.4562314038997926,3.5015958186135885,8.3111987455328,8.635293975073184,7.049442568542051,6.6399216392612415,13.494877807910223
C3,5.357280290497125,19.251680103654845,11.989433230315377,4.63687375911622,11.833951787225548,6.826475630134953,9.82131195155161,3.4080802641876438,3.2132471798336333,17.66648592100847,4.989494573841269,14.612996231844896,12.435523737861569,4.243270460817896,0.0,11.666745063948436,9.313469234438601,5.481995228895285,9.508710449322496,9.823577584647452,12.696992300735097,17.015040053572623,15.286581892895276,5.253622757275113,7.125942715267964,2.4566863806215244,11.797188624013229,16.927647876718268,10.590887468558796,6.213099951032782,6.347267419037457,4.441773750024401,10.03015073756537,9.613628320380952,2.651673702833958,14.831801263397713
C4,16.241139908917564,7.76086225606461,21.88351192913563,13.395912183948314,4.552211982306593,5.856157645077215,1.8862751441257792,8.336304326526266,14.561685338114122,6.207750296909177,6.778394033792041,4.134640943000532,0.8078637230048219,9.515204630373171,11.666745063948436,0.0,8.89189116486143,6.8659937168462575,13.232155601647937,9.64790578707437,6.5267868350285525,5.3527776768462045,9.073133285053482,16.840220173366728,4.580074022660579,13.716175388268164,0.344386542832952,5.530599134157244,3.263197596096576,6.46340941980488,12.413402429108668,15.97877313484611,17.677366488016926,2.546302842699072,14.213526458042786,4.440561098745431
C5,14.6090915859651,13.859652215791433,21.29059872406683,13.535296639046004,5.393118357784218,4.509531295098707,8.199854354011597,6.964150371826659,12.387238914278225,12.454290653131329,6.34326198165639,8.919829517380785,9.196379499125905,10.79791024718779,9.313469234438601,8.89189116486143,0.0,5.087179170084463,16.708477596925313,0.8306920972569446,4.780718576769877,13.048684153592456,6.495217280880512,13.892170380407942,7.510915278956003,9.827494677819042,9.222168103555935,11.728124164886822,5.726431825842678,4.528860829975968,14.243740133347346,11.899915077207561,18.971280287280162,8.995732832213962,10.653321097957797,8.963696681895462
C6,10.731543702119106,14.035363308450735,17.16558082511383,8.907285578309649,6.353042438925408,1.3446534872289042,5.274376506540221,2.237791859231523,8.678049976429552,12.456795534683275,1.2589116301005712,9.23213924821994,7.538292214730387,5.7726280653737785,5.481995228895285,6.8659937168462575,5.087179170084463,0.0,11.62436794215551,5.852061876546393,7.3385332260434435,12.126862274536803,10.084563041797479,10.699324574226186,3.1885845041666796,7.092437856172844,7.0854292480610175,11.702029050912888,5.16202792256357,0.7595385644566749,9.262146122700777,9.39525599520611,14.209110633481695,5.555651085207311,7.717206915329166,9.431766917842989
C7,8.79010420105895,20.38772963692381,10.765819477906614,5.659404582285444,16.289447732450885,12.442506321769478,11.703643179733728,9.927284692316551,9.18477412756053,19.008628589610122,10.37502781181436,17.343681588275185,13.96360457350508,6.019353698053916,9.508710449322496,13.232155601647937,16.708477596925313,11.62436794215551,0.0,17.456561718034827,17.98438880944624,17.32120394233392,20.90901008413185,10.97090576750229,10.059619047485826,11.501028296982653,13.10214472664427,18.461363448623697,14.54156450144398,12.23711090941149,3.226134072426038,12.32870529994937,5.457153682653596,10.754154160944312,11.119545264280708,17.645017887768347
C8,15.064731975052936,14.33227294541718,21.762302927711882,14.141642459325332,5.962708198498202,5.329219626776497,9.008835801270747,7.648114594916823,12.833617477931382,12.96535453083045,7.110849286378501,9.449495144104523,9.92238597841092,11.516199456791085,9.823577584647452,9.64790578707437,0.8306920972569446,5.852061876546393,17.456561718034827,0.0,5.107753726597648,13.662458427537885,6.463300683974288,14.235874982029921,8.33825530083954,10.160982038130376,9.9814912917025,12.252082570512231,6.446390627544688,5.3228761444609205,14.938723459910072,12.15710622750883,19.592579748311646,9.816610544731516,11.0006580715763,9.471780160564057
C9,18.026548650482862,9.311518130320216,24.504097117895384,16.187558454928674,1.9888310523978032,6.066365766019964,6.9298842648939,9.576035753206229,15.90904046422055,8.036324308507323,8.281271249350551,4.6620504938490654,6.409175022838555,12.724237362296769,12.696992300735097,6.5267868350285525,4.780718576769877,7.3385332260434435,17.98438880944624,5.107753726597648,0.0,9.093918178188588,2.9246564281202887,17.754503025966113,7.9249289403901875,13.829636972875129,6.860195730764096,7.368323912279046,3.6508944002119907,6.5790539511349575,16.18622797002107,16.0582375588612,21.34892050711909,7.9712591687972525,14.58683452954365,4.606873263665039
C10,21.466030307370833,3.1833049260012567,26.814805375612647,18.451380134772798,7.710252961206789,10.99962089409146,7.198813186858315,13.688148847136114,19.866594744376204,2.288139811760568,12.125231848140476,4.450567329639228,4.609612430563691,14.597334644458737,17.015040053572623,5.3527776768462045,13.048684153592456,12.126862274536803,17.32120394233392,13.662458427537885,9.093918178188588,0.0,10.429528767004445,22.16630986152246,9.904472960039866,19.062542757518152,5.2204494605886085,2.3251633476356974,7.529355565710476,11.643288078282193,17.144948313446733,21.32990615625672,22.26185680147884,7.576732771797798,19.56618220733929,4.562737302644927
C11,20.642744734299864,9.728755626180662,27.204706571802543,18.98516389234953,4.757081999408054,8.871132471218077,9.735587775055102,12.313440324756662,18.47803163727632,8.816139224633686,11.104147180815637,6.13536695891234,8.794027281467653,15.601874665423905,15.286581892895276,9.073133285053482,6.495217280880512,10.084563041797479,20.90901008413185,6.463300683974288,2.9246564281202887,10.429528767004445,0.0,20.192596477358173,10.849585049609923,16.1780260538035,9.38487573924694,8.31104478486708,6.503407011910865,9.329566908432472,19.078247171095693,18.327638130668504,24.208652624336434,10.784128496349918,16.9747635928105,5.944248417948398
C12,2.352823908076272,24.48434054107411,8.074853428563573,5.432706445974474,17.029263352406034,12.041637324603464,14.970719613133985,8.66075772465171,2.3706743461413207,22.90009323599835,10.238895251146802,19.866334779528884,17.622635324885128,8.15246557312199,5.253622757275113,16.840220173366728,13.892170380407942,10.699324574226186,10.97090576750229,14.235874982029921,17.754503025966113,22.16630986152246,20.192596477358173,0.0,12.26445503873702,4.074998366892554,16.948326198088196,22.165386926694833,15.836500159909457,11.409943460205096,7.995996879255996,2.5017433712822283,8.602439893716676,14.656486182989312,3.2390942982689395,20.08402731649889
C13,11.693318366664457,12.297985970505925,17.548530300662,9.019012225682705,6.27249955698418,3.039584735599824,2.7063985537652897,3.909433814634383,9.98168771582888,10.724907380596205,2.5016557711139944,8.04051626512976,5.371276788616441,5.195496186145819,7.125942715267964,4.580074022660579,7.510915278956003,3.1885845041666796,10.059619047485826,8.33825530083954,7.9249289403901875,9.904472960039866,10.849585049609923,12.26445503873702,0.0,9.285073245774015,4.68455062966601,10.01422786928106,4.564367422750464,3.2673138867563325,8.461900157611728,11.502328561752993,13.736505180082897,2.56733479917126,9.718954953698361,8.307135873653609
C14,5.255510792542658,21.116483005448494,11.869181497352999,6.0966706001081725,13.268018005792385,8.392725626920075,11.926006731833445,5.391982404808487,3.1370882224657772,19.534617274930977,6.93797086084323,16.31829901980685,14.454438072482203,6.6575295123645155,2.4566863806215244,13.716175388268164,9.827494677819042,7.092437856172844,11.501028296982653,10.160982038130376,13.829636972875129,19.062542757518152,16.1780260538035,4.074998366892554,9.285073245774015,0.0,13.879167183376438,18.782792035326075,12.239940673158465,7.734611874551785,8.276389382579948,2.3031477441869908,11.030774324457584,11.8307714186114,0.8547137085957303,16.510906349646028
C15,16.303589069174244,7.7341315501989145,21.879202343896097,13.410307790813182,4.88914751943621,6.1106148759567755,1.9784132957983505,8.491218167199142,14.65658197864332,6.1987169047026835,6.946319875009583,4.3162238867940905,0.8615684580132217,9.530362771680112,11.797188624013229,0.344386542832952,9.222168103555935,7.0854292480610175,13.10214472664427,9.9814912917025,6.860195730764096,5.2204494605886085,9.38487573924694,16.948326198088196,4.68455062966601,13.879167183376438,0.0,5.54306581301976,3.6061258521896833,6.707319309588158,12.364882832551976,16.13244658107962,17.614947656322595,2.5040882072146124,14.361183716878418,4.623734368421727
C16,21.707161484034593,2.3337415128330457,27.413595903314718,18.92423831333662,6.345342778278,10.450865493437973,7.391803599374107,13.526936343871059,19.943377561548992,0.7604880352869013,11.941680813848663,2.8083040207349943,4.724279663311786,15.044116449890467,16.927647876718268,5.530599134157244,11.728124164886822,11.702029050912888,18.461363448623697,12.252082570512231,7.368323912279046,2.3251633476356974,8.31104478486708,22.165386926694833,10.01422786928106,18.782792035326075,5.54306581301976,0.0,6.673877199091599,11.113744731886744,17.900989091045638,21.08163960988979,23.134615008114878,8.04702143027058,19.365840379911695,2.7855119744846
C17,15.693368483465623,8.9874700734363,21.877722480671302,13.384052843174665,1.7617679869014922,3.8473248420850505,3.285902287363792,7.206775214147094,13.740576823369798,7.434354515889765,5.6745124882816596,4.0807537391692525,3.476049115207694,9.673893936479129,10.590887468558796,3.263197596096576,5.726431825842678,5.16202792256357,14.54156450144398,6.446390627544688,3.6508944002119907,7.529355565710476,6.503407011910865,15.836500159909457,4.564367422750464,12.239940673158465,3.6061258521896833,6.673877199091599,0.0,4.507168286152787,13.017785652362814,14.54261662296837,18.27805853523589,4.322547503900457,12.87863098030867,4.271496240951667
C18,11.482771772028519,13.443708785193387,17.925044006816886,9.65805891385185,5.623652174016944,0.6633914566258073,4.999879635244797,2.997318300113104,9.416786057803588,11.8716911697377,1.8808541326214203,8.587617778540148,7.092581307365218,6.4562314038997926,6.213099951032782,6.46340941980488,4.528860829975968,0.7595385644566749,12.23711090941149,5.3228761444609205,6.5790539511349575,11.643288078282193,9.329566908432472,11.409943460205096,3.2673138867563325,7.734611874551785,6.707319309588158,11.113744731886744,4.507168286152787,0.0,9.95486818456427,10.03665416390327,14.941518700613704,5.4172656278406395,8.38745029486904,8.776819807142447
C19,6.001821497885062,20.019320855126246,9.726557826380878,2.565938949041763,14.690426339191909,10.287187839731729,10.652910151258304,7.291067588244899,6.038792615082072,18.530811243080063,8.08085419305445,16.34215433259577,13.205040599600478,3.5015958186135885,6.347267419037457,12.413402429108668,14.243740133347346,9.262146122700777,3.226134072426038,14.938723459910072,16.18622797002107,17.144948313446733,19.078247171095693,7.995996879255996,8.461900157611728,8.276389382579948,12.364882832551976,17.900989091045638,13.017785652362814,9.95486818456427,0.0,9.15474894860229,5.2920170489909,9.869087213797384,7.897383969117901,16.627301160330216
C20,4.5193837363312355,23.415173806145432,10.57100638633644,6.67606353443148,15.553460403094498,10.695311733591417,14.169259682501153,7.642662493443662,3.1555969567089073,21.832613210270136,9.20733467264876,18.621297265526923,16.72556000701965,8.3111987455328,4.441773750024401,15.97877313484611,11.899915077207561,9.39525599520611,12.32870529994937,12.15710622750883,16.0582375588612,21.32990615625672,18.327638130668504,2.5017433712822283,11.502328561752993,2.3031477441869908,16.13244658107962,21.08163960988979,14.54261662296837,10.03665416390327,9.15474894860229,0.0,10.784145159038248,14.0247626834142,1.7926590742576805,18.813328310152368
C21,6.295781604128771,25.209405579685644,5.388534923760893,5.461721001647816,19.926317552767866,15.347683615499143,15.937665543910734,12.066136443717648,7.946308155837069,23.746602483576762,13.113474612016793,21.632059678245245,18.462353843832442,8.635293975073184,10.03015073756537,17.677366488016926,18.971280287280162,14.209110633481695,5.457153682653596,19.592579748311646,21.34892050711909,22.26185680147884,24.208652624336434,8.602439893716676,13.736505180082897,11.030774324457584,17.614947656322595,23.134615008114878,18.27805853523589,14.941518700613704,5.2920170489909,10.784145159038248,0.0,15.13106702237382,10.330031506004046,21.918015912591766
C22,13.88944244823805,10.226698875026395,19.37868033841744,10.92465180233771,6.030823220954794,4.971729404254064,1.0489164369578579,6.472162537350517,12.329520272416012,8.700267513269157,5.053468269776221,6.595352209752131,3.336191948675149,7.049442568542051,9.613628320380952,2.546302842699072,8.995732832213962,5.555651085207311,10.754154160944312,9.816610544731516,7.9712591687972525,7.576732771797798,10.784128496349918,14.656486182989312,2.56733479917126,11.8307714186114,2.5040882072146124,8.04702143027058,4.322547503900457,5.4172656278406395,9.869087213797384,14.0247626834142,15.13106702237382,0.0,12.23531709514117,6.89470373447761
C23,4.434030921810111,21.697936709558665,11.020826490213977,5.5864854006238795,13.96414528684921,9.038576797453974,12.393811948845043,5.879804898621936,2.3877373907953103,20.1135851292843,7.454776796081891,16.94824332115372,14.966717222666679,6.6399216392612415,2.651673702833958,14.213526458042786,10.653321097957797,7.717206915329166,11.119545264280708,11.0006580715763,14.58683452954365,19.56618220733929,16.9747635928105,3.2390942982689395,9.718954953698361,0.8547137085957303,14.361183716878418,19.365840379911695,12.87863098030867,8.38745029486904,7.897383969117901,1.7926590742576805,10.330031506004046,12.23531709514117,0.0,17.148963542399162
C24,19.84418262803286,4.91742452914328,25.85383614949275,17.324515851392935,3.6124436002476075,8.118210502280805,5.996460737419,11.430924283491859,17.950511678523,3.4940356224757254,9.868957913152196,0.3078092686323375,3.7909394730975094,13.494877807910223,14.831801263397713,4.440561098745431,8.963696681895462,9.431766917842989,17.645017887768347,9.471780160564057,4.606873263665039,4.562737302644927,5.944248417948398,20.08402731649889,8.307135873653609,16.510906349646028,4.623734368421727,2.7855119744846,4.271496240951667,8.776819807142447,16.627301160330216,18.813328310152368,21.918015912591766,6.89470373447761,17.148963542399162,0.0
