,D1,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24
C13,12.492349984198519,5.371276788616441,5.195496186145819,7.125942715267964,4.580074022660579,7.510915278956003,3.1885845041666796,10.059619047485826,8.33825530083954,7.9249289403901875,9.904472960039866,10.849585049609923,12.26445503873702,0.0,9.285073245774015,4.68455062966601,10.01422786928106,4.564367422750464,3.2673138867563325,8.461900157611728,11.502328561752993,13.736505180082897,2.56733479917126,9.718954953698361,8.307135873653609
C14,4.004793527294689,14.454438072482203,6.6575295123645155,2.4566863806215244,13.716175388268164,9.827494677819042,7.092437856172844,11.501028296982653,10.160982038130376,13.829636972875129,19.062542757518152,16.1780260538035,4.074998366892554,9.285073245774015,0.0,13.879167183376438,18.782792035326075,12.239940673158465,7.734611874551785,8.276389382579948,2.3031477441869908,11.030774324457584,11.8307714186114,0.8547137085957303,16.510906349646028
C15,16.812221713040714,0.8615684580132217,9.530362771680112,11.797188624013229,0.344386542832952,9.222168103555935,7.0854292480610175,13.10214472664427,9.9814912917025,6.860195730764096,5.2204494605886085,9.38487573924694,16.948326198088196,4.68455062966601,13.879167183376438,0.0,5.54306581301976,3.6061258521896833,6.707319309588158,12.364882832551976,16.13244658107962,17.614947656322595,2.5040882072146124,14.361183716878418,4.623734368421727
C16,21.207329548045415,4.724279663311786,15.044116449890467,16.927647876718268,5.530599134157244,11.728124164886822,11.702029050912888,18.461363448623697,12.252082570512231,7.368323912279046,2.3251633476356974,8.31104478486708,22.165386926694833,10.01422786928106,18.782792035326075,5.54306581301976,0.0,6.673877199091599,11.113744731886744,17.900989091045638,21.08163960988979,23.134615008114878,8.04702143027058,19.365840379911695,2.7855119744846
C17,14.53345249860812,3.476049115207694,9.673893936479129,10.590887468558796,3.263197596096576,5.726431825842678,5.16202792256357,14.54156450144398,6.446390627544688,3.6508944002119907,7.529355565710476,6.503407011910865,15.836500159909457,4.564367422750464,12.239940673158465,3.6061258521896833,6.673877199091599,0.0,4.507168286152787,13.017785652362814,14.54261662296837,18.27805853523589,4.322547503900457,12.87863098030867,4.271496240951667
C18,10.188292415824405,7.092581307365218,6.4562314038997926,6.213099951032782,6.46340941980488,4.528860829975968,0.7595385644566749,12.23711090941149,5.3228761444609205,6.5790539511349575,11.643288078282193,9.329566908432472,11.409943460205096,3.2673138867563325,7.734611874551785,6.707319309588158,11.113744731886744,4.507168286152787,0.0,9.95486818456427,10.03665416390327,14.941518700613704,5.4172656278406395,8.38745029486904,8.776819807142447
C19,12.205138650907925,13.205040599600478,3.5015958186135885,6.347267419037457,12.413402429108668,14.243740133347346,9.262146122700777,3.226134072426038,14.938723459910072,16.18622797002107,17.144948313446733,19.078247171095693,7.995996879255996,8.461900157611728,8.276389382579948,12.364882832551976,17.900989091045638,13.017785652362814,9.95486818456427,0.0,9.15474894860229,5.2920170489909,9.869087213797384,7.897383969117901,16.627301160330216
C20,3.5281231350739954,16.72556000701965,8.3111987455328,4.441773750024401,15.97877313484611,11.899915077207561,9.39525599520611,12.32870529994937,12.15710622750883,16.0582375588612,21.32990615625672,18.327638130668504,2.5017433712822283,11.502328561752993,2.3031477441869908,16.13244658107962,21.08163960988979,14.54261662296837,10.03665416390327,9.15474894860229,0.0,10.784145159038248,14.0247626834142,1.7926590742576805,18.813328310152368
C21,14.29786286213656,18.462353843832442,8.635293975073184,10.03015073756537,17.677366488016926,18.971280287280162,14.209110633481695,5.457153682653596,19.592579748311646,21.34892050711909,22.26185680147884,24.208652624336434,8.602439893716676,13.736505180082897,11.030774324457584,17.614947656322595,23.134615008114878,18.27805853523589,14.941518700613704,5.2920170489909,10.784145159038248,0.0,15.13106702237382,10.330031506004046,21.918015912591766
C22,15.053471575952718,3.336191948675149,7.049442568542051,9.613628320380952,2.546302842699072,8.995732832213962,5.555651085207311,10.754154160944312,9.816610544731516,7.9712591687972525,7.576732771797798,10.784128496349918,14.656486182989312,2.56733479917126,11.8307714186114,2.5040882072146124,8.04702143027058,4.322547503900457,5.4172656278406395,9.869087213797384,14.0247626834142,15.13106702237382,0.0,12.23531709514117,6.89470373447761
C23,4.311176740270232,14.966717222666679,6.6399216392612415,2.651673702833958,14.213526458042786,10.653321097957797,7.717206915329166,11.119545264280708,11.0006580715763,14.58683452954365,19.56618220733929,16.9747635928105,3.2390942982689395,9.718954953698361,0.8547137085957303,14.361183716878418,19.365840379911695,12.87863098030867,8.38745029486904,7.897383969117901,1.7926590742576805,10.330031506004046,12.23531709514117,0.0,17.148963542399162
C24,18.68928467128956,3.7909394730975094,13.494877807910223,14.831801263397713,4.440561098745431,8.963696681895462,9.431766917842989,17.645017887768347,9.471780160564057,4.606873263665039,4.562737302644927,5.944248417948398,20.08402731649889,8.307135873653609,16.510906349646028,4.623734368421727,2.7855119744846,4.271496240951667,8.776819807142447,16.627301160330216,18.813328310152368,21.918015912591766,6.89470373447761,17.148963542399162,0.0
